"","zip","scrapedate","Boligareal","Vgtet_areal","Grundareal","Rum_vrelser","Antal_plan","Bygger","Energimrke","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Tidligere_salgspris","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Boligydelse","Forbrugsafh__forhold","Teknisk_pris"
"1537","4180 Sorø","2022-08-12","171 m²","184 m²","841 m²","5/2","2","1880","D",NA,NA,NA,NA,"70.000 kr.","7.435 kr.","5.927 kr.","1988",NA,NA,NA,NA
"1538","6971 Spjald","2022-08-12","209 m²","214 m²","171.441 m²","8/4","3","1913","D","1.792 kr.","17.056 kr.","95 dage",NA,"185.000 kr.","19.261 kr.","15.529 kr.",NA,"5 m²",NA,NA,NA
"1539","6971 Spjald","2022-08-12","127 m²","140 m²","897 m²","4/3","1","1969","D","1.289 kr.","5.679 kr.","105 dage",NA,"40.000 kr.","4.254 kr.","3.431 kr.",NA,NA,NA,NA,NA
"1540","6971 Spjald","2022-08-12","175 m²","185 m²","810 m²","6/5","1","1970","D","1.369 kr.","4.027 kr.","209 dage",NA,"40.000 kr.","4.006 kr.","3.231 kr.","1979",NA,NA,NA,NA
"1541","6971 Spjald","2022-08-12","60 m²",NA,"459 m²","3/1","1","1942",NA,NA,NA,NA,"Vis historik","25.000 kr.","2.396 kr.","1.931 kr.",NA,"60 m²",NA,NA,NA
"1542","6971 Spjald","2022-08-12","145 m²","155 m²","958 m²","4/3","1","1971","E","1.428 kr.","6.290 kr.","126 dage","Vis historik","50.000 kr.","5.196 kr.","4.188 kr.",NA,NA,NA,NA,NA
"1543","7860 Spøttrup","2022-08-12","144 m²","147 m²","1.071 m²","5/4","1","1974","D","1.319 kr.","4.422 kr.","1.625 dage",NA,"35.000 kr.","3.189 kr.","2.617 kr.","1979",NA,NA,NA,NA
"1544","7860 Spøttrup","2022-08-12","174 m²","211 m²","1.225 m²","5/4","3","1897","C","1.428 kr.","3.768 kr.","683 dage","Vis historik","40.000 kr.","3.594 kr.","3.029 kr.","1976","15 m²",NA,NA,NA
"1545","7860 Spøttrup","2022-08-12","170 m²","178 m²","1.561 m²","5/3","2","1900","C","1.199 kr.","4.466 kr.","547 dage",NA,"40.000 kr.","3.606 kr.","3.040 kr.","2003",NA,NA,NA,NA
"1546","7860 Spøttrup","2022-08-12","183 m²","184 m²","845 m²","5/3","2","1962","C","1.426 kr.","3.234 kr.","792 dage",NA,"30.000 kr.","2.708 kr.","2.281 kr.","1986",NA,NA,NA,NA
"1547","7860 Spøttrup","2022-08-12","133 m²","135 m²","690 m²","2/2","2","1896","G",NA,NA,NA,"Vis historik","25.000 kr.","1.009 kr.","810 kr.",NA,NA,NA,NA,NA
"1548","7860 Spøttrup","2022-08-12","148 m²","162 m²","913 m²","5/4","2","1960","E","1.249 kr.","3.673 kr.","1.403 dage",NA,"30.000 kr.","2.716 kr.","2.288 kr.","1984","17 m²",NA,NA,NA
"1549","7860 Spøttrup","2022-08-12","115 m²","141 m²","690 m²","4/3","3","1949","D","1.290 kr.","2.801 kr.","168 dage",NA,"25.000 kr.","2.120 kr.","1.700 kr.","1995","66 m²",NA,NA,NA
"1550","7860 Spøttrup","2022-08-12","150 m²","158 m²","1.176 m²","4/3","1","1978","D","1.367 kr.","4.715 kr.","122 dage",NA,"40.000 kr.","4.349 kr.","3.426 kr.","2004",NA,NA,NA,NA
"1551","7860 Spøttrup","2022-08-12","93 m²","116 m²","349 m²","2/1","3","1948","D","781 kr.","5.129 kr.","1.834 dage","Vis historik","30.000 kr.","2.708 kr.","2.281 kr.","1980","63 m²",NA,NA,NA
"1552","7860 Spøttrup","2022-08-12","120 m²","123 m²","1.250 m²","4/3","1","1974","B","1.318 kr.","4.472 kr.","186 dage",NA,"30.000 kr.","2.952 kr.","2.367 kr.",NA,NA,NA,NA,NA
"1553","7860 Spøttrup","2022-08-12","97 m²","128 m²","1.075 m²","5/3","1","1954","E","1.013 kr.","3.867 kr.","2.319 dage","Vis historik","25.000 kr.","2.345 kr.","1.976 kr.",NA,"67 m²",NA,NA,NA
"1554","7860 Spøttrup","2022-08-12","117 m²","148 m²","1.348 m²","4/3","3","1955","E","1.258 kr.","4.561 kr.","330 dage","Vis historik","35.000 kr.","3.381 kr.","2.775 kr.",NA,"47 m²",NA,NA,NA
"1555","7860 Spøttrup","2022-08-12","146 m²","171 m²","1.788 m²","6/5","3","1900","G","1.248 kr.","4.240 kr.","423 dage","Vis historik","40.000 kr.","3.453 kr.","2.872 kr.",NA,"25 m²",NA,NA,NA
"1556","7860 Spøttrup","2022-08-12","127 m²","134 m²","1.216 m²","5/3","1","1870","D","892 kr.","4.067 kr.","1.037 dage",NA,"30.000 kr.","2.922 kr.","2.345 kr.","1992",NA,NA,NA,NA
"1557","7860 Spøttrup","2022-08-12","85 m²","93 m²","502 m²","5/4","2","1887","D","1.107 kr.","4.570 kr.","112 dage","Vis historik","25.000 kr.","2.352 kr.","1.888 kr.",NA,NA,NA,NA,NA
"1558","7270 Stakroge","2022-08-12","188 m²","220 m²","700 m²","6/6","2","1968","E","1.379 kr.","2.886 kr.","567 dage",NA,"35.000 kr.","3.408 kr.","2.753 kr.","1985","70 m²",NA,NA,NA
"1559","4780 Stege","2022-08-12","96 m²","110 m²","1.034 m²","3/2","1","1915","F","1.543 kr.","9.318 kr.","92 dage","Vis historik","55.000 kr.","5.468 kr.","4.404 kr.",NA,"9 m²",NA,NA,NA
"1560","4780 Stege","2022-08-12","76 m²","82 m²","935 m²","3/2","1","1825","G","1.299 kr.","6.646 kr.","182 dage",NA,"30.000 kr.","2.923 kr.","2.354 kr.",NA,NA,NA,NA,NA
"1561","4780 Stege","2022-08-12","84 m²","92 m²","706 m²","2/1","1","1850","G","1.510 kr.","6.467 kr.","398 dage",NA,"30.000 kr.","3.206 kr.","2.580 kr.",NA,NA,NA,NA,NA
"1562","4780 Stege","2022-08-12","103 m²",NA,"447 m²","2/1","2","1900","D","1.509 kr.","7.039 kr.","154 dage",NA,"40.000 kr.","3.875 kr.","3.119 kr.","1969",NA,NA,NA,NA
"1563","4780 Stege","2022-08-12","132 m²","143 m²","454 m²","5/3","3","1922","C","1.929 kr.","16.748 kr.","135 dage","Vis historik","120.000 kr.","12.727 kr.","10.252 kr.",NA,"40 m²",NA,NA,NA
"1564","4295 Stenlille","2022-08-12","148 m²","158 m²","763 m²","5/4","1","1971","D","1.987 kr.","10.095 kr.","165 dage",NA,"80.000 kr.","8.458 kr.","6.748 kr.",NA,NA,NA,NA,NA
"1565","4295 Stenlille","2022-08-12","182 m²",NA,"847 m²","4/3","2","1777","E","1.946 kr.","4.670 kr.","339 dage",NA,"45.000 kr.","4.542 kr.","3.621 kr.","1985",NA,NA,NA,NA
"1566","4295 Stenlille","2022-08-12","152 m²","157 m²","127.345 m²","5/3","2","1906","E","2.223 kr.","19.108 kr.","289 dage","Vis historik","150.000 kr.","17.301 kr.","13.538 kr.",NA,"12 m²",NA,NA,NA
"1567","4295 Stenlille","2022-08-12","157 m²",NA,"723 m²","5/4","1","1963","D","2.093 kr.","10.159 kr.","420 dage",NA,"80.000 kr.","8.654 kr.","6.905 kr.","1985",NA,NA,NA,NA
"1568","4773 Stensved","2022-08-12","217 m²","223 m²","6.002 m²","10/6","2","2004","E","3.001 kr.","14.350 kr.","143 dage","Vis historik","160.000 kr.","16.935 kr.","13.632 kr.","2009",NA,NA,NA,NA
"1569","4773 Stensved","2022-08-12","120 m²","141 m²","1.108 m²","5/2","2","1959","E","2.253 kr.","8.475 kr.","150 dage","Vis historik","60.000 kr.","6.368 kr.","5.125 kr.",NA,"30 m²",NA,NA,NA
"1570","7850 Stoholm Jyll","2022-08-12","79 m²","89 m²","1.034 m²","3/2","1","1927","E","1.459 kr.","5.843 kr.","92 dage",NA,"30.000 kr.","2.794 kr.","2.244 kr.",NA,"10 m²",NA,NA,NA
"1571","7850 Stoholm Jyll","2022-08-12","133 m²","232 m²","6.551 m²","5/3","1","1850","C","1.623 kr.","3.125 kr.","941 dage",NA,"40.000 kr.","3.875 kr.","3.115 kr.",NA,NA,NA,NA,NA
"1572","7850 Stoholm Jyll","2022-08-12","96 m²","117 m²","560 m²","3/2","3","1950","C","1.374 kr.","4.658 kr.","304 dage",NA,"30.000 kr.","2.758 kr.","2.267 kr.",NA,"56 m²",NA,NA,NA
"1573","7850 Stoholm Jyll","2022-08-12","100 m²","120 m²","787 m²","3/2","3","1951","C","1.271 kr.","4.542 kr.","155 dage",NA,"30.000 kr.","2.911 kr.","2.338 kr.","1974","60 m²",NA,NA,NA
"1574","7850 Stoholm Jyll","2022-08-12","130 m²","166 m²","684 m²","6/4","2","1950","E","1.472 kr.","5.090 kr.","149 dage","Vis historik","45.000 kr.","4.185 kr.","3.440 kr.","2018","82 m²",NA,NA,NA
"1575","4660 Store Heddinge","2022-08-12","155 m²","151 m²","580 m²","4/3","2","1912","D","2.261 kr.","11.225 kr.","112 dage","Vis historik","85.000 kr.","9.013 kr.","7.195 kr.","1994",NA,NA,NA,NA
"1576","4660 Store Heddinge","2022-08-12","305 m²",NA,"12.994 m²","9/6","2","1914","F","3.470 kr.","10.475 kr.","353 dage",NA,"160.000 kr.","16.892 kr.","13.498 kr.",NA,"50 m²",NA,NA,NA
"1577","4660 Store Heddinge","2022-08-12","151 m²","145 m²","645 m²","4/3","2","1910","D","2.097 kr.","11.345 kr.","491 dage",NA,"85.000 kr.","8.735 kr.","6.974 kr.","1996",NA,NA,NA,NA
"1578","4660 Store Heddinge","2022-08-12","100 m²","113 m²","700 m²","3/2","2","1877","F","1.978 kr.","10.973 kr.","479 dage",NA,"65.000 kr.","6.113 kr.","4.999 kr.","1968",NA,NA,NA,NA
"1579","4660 Store Heddinge","2022-08-12","191 m²","212 m²","6.217 m²","10/7","3","1911","D","4.089 kr.","13.184 kr.","131 dage","Vis historik","140.000 kr.","14.816 kr.","11.829 kr.",NA,"20 m²",NA,NA,NA
"1580","4370 Store Merløse","2022-08-12","178 m²","175 m²","1.199 m²","8/8","2","1900","D",NA,NA,NA,"Vis historik","95.000 kr.","10.055 kr.","8.090 kr.",NA,NA,NA,NA,NA
"1581","4370 Store Merløse","2022-08-12","120 m²","109 m²","753 m²","4/3","1","1801","C","1.631 kr.","14.633 kr.","127 dage","Vis historik","80.000 kr.","7.831 kr.","6.406 kr.",NA,NA,NA,NA,NA
"1582","4370 Store Merløse","2022-08-12","180 m²","178 m²","1.247 m²","6/5","2","1934","C","2.661 kr.","12.051 kr.","359 dage","Vis historik","110.000 kr.","11.599 kr.","9.341 kr.","2002",NA,NA,NA,NA
"1583","7140 Stouby","2022-08-12","96 m²",NA,"332 m²","3/2","1","1864","E","958 kr.","7.240 kr.","290 dage",NA,"35.000 kr.","3.725 kr.","2.993 kr.","2000",NA,NA,NA,NA
"1584","4671 Strøby","2022-08-12","473 m²",NA,"3.927 m²","5/4","2","1905","D","4.234 kr.","10.571 kr.","238 dage",NA,"250.000 kr.","26.498 kr.","21.158 kr.","2002","4 m²",NA,NA,NA
"1585","7600 Struer","2022-08-12","108 m²","151 m²","686 m²","3/2","2","1964","E","1.513 kr.","5.265 kr.","87 dage",NA,"40.000 kr.","4.251 kr.","3.412 kr.",NA,"108 m²",NA,NA,NA
"1586","7600 Struer","2022-08-12","110 m²","132 m²","236 m²","4/2","3","1939","D","1.508 kr.","5.265 kr.","1.599 dage",NA,"35.000 kr.","3.188 kr.","2.688 kr.",NA,"66 m²",NA,NA,NA
"1587","7600 Struer","2022-08-12","130 m²","139 m²","825 m²","4/3","1","1971","E","1.354 kr.","5.540 kr.","266 dage",NA,"40.000 kr.","4.114 kr.","3.305 kr.",NA,NA,NA,NA,NA
"1588","7600 Struer","2022-08-12","118 m²","143 m²","717 m²","5/3","3","1947","D",NA,NA,NA,"Vis historik","25.000 kr.","2.128 kr.","1.709 kr.","1976","73 m²",NA,NA,NA
"1589","7600 Struer","2022-08-12","101 m²","129 m²","370 m²","3/3","3","1928","E","1.561 kr.","5.775 kr.","204 dage",NA,"40.000 kr.","3.994 kr.","3.206 kr.",NA,"64 m²",NA,NA,NA
"1590","7600 Struer","2022-08-12","120 m²","124 m²","360 m²","4/3","2","1920","D","974 kr.","5.605 kr.","1.443 dage","Vis historik","35.000 kr.","3.880 kr.","3.117 kr.","1968",NA,NA,NA,NA
"1591","7600 Struer","2022-08-12","79 m²","82 m²","191 m²","2/1","1","1892","D","1.118 kr.","10.305 kr.","1.226 dage",NA,"45.000 kr.","4.000 kr.","3.326 kr.",NA,NA,NA,NA,NA
"1592","7600 Struer","2022-08-12","109 m²","111 m²","229 m²","2/2","2","1887","E","1.307 kr.","6.712 kr.","88 dage",NA,"40.000 kr.","3.985 kr.","3.202 kr.","1980",NA,NA,NA,NA
"1593","7600 Struer","2022-08-12","114 m²","137 m²","864 m²","4/2","3","1940","D","1.297 kr.","5.073 kr.","1.607 dage",NA,"35.000 kr.","3.726 kr.","2.993 kr.","1979","68 m²",NA,NA,NA
"1594","7600 Struer","2022-08-12","93 m²","104 m²","780 m²","4/3","2","1952","D","1.588 kr.","6.202 kr.","1.583 dage",NA,"35.000 kr.","3.180 kr.","2.612 kr.",NA,"18 m²",NA,NA,NA
"1595","7600 Struer","2022-08-12","120 m²","125 m²","343 m²","6/6","2","1900","F","1.385 kr.","4.760 kr.","413 dage",NA,"30.000 kr.","2.823 kr.","2.348 kr.","1973","4 m²",NA,NA,NA
"1596","7600 Struer","2022-08-12","174 m²",NA,"246 m²","6/3","3","1916","G","991 kr.","4.856 kr.","288 dage",NA,"45.000 kr.","4.498 kr.","3.610 kr.","1993","68 m²",NA,NA,NA
"1597","4850 Stubbekøbing","2022-08-12","217 m²","322 m²","21.146 m²","4/3","1","1827","C","2.671 kr.","20.963 kr.","138 dage","Vis historik","340.000 kr.","33.236 kr.","27.219 kr.","1999",NA,NA,NA,NA
"1598","7451 Sunds","2022-08-12","106 m²",NA,"1.067 m²","4/3","3","1958","D","1.284 kr.","7.406 kr.","183 dage","Vis historik","40.000 kr.","4.595 kr.","3.645 kr.",NA,"10 m²",NA,NA,NA
"1599","4470 Svebølle","2022-08-12","127 m²","134 m²","778 m²","4/3","1","1980","D","2.133 kr.","7.425 kr.","172 dage",NA,"50.000 kr.","5.307 kr.","4.311 kr.","1995",NA,NA,NA,NA
"1600","4470 Svebølle","2022-08-12","342 m²","361 m²","10.375 m²","8/5","2","1905","E",NA,NA,NA,"Vis historik","160.000 kr.","16.902 kr.","13.743 kr.","1980","21 m²",NA,NA,NA
"1601","4470 Svebølle","2022-08-12","199 m²","240 m²","1.095 m²","4/4","2","1962","C","2.448 kr.","8.313 kr.","238 dage","Vis historik","100.000 kr.","11.035 kr.","8.973 kr.","1989","42 m²",NA,NA,NA
"1602","4470 Svebølle","2022-08-12","166 m²","178 m²","1.043 m²","5/4","1","1975","D",NA,NA,NA,"Vis historik","75.000 kr.","7.986 kr.","6.488 kr.",NA,NA,NA,NA,NA
"1603","4470 Svebølle","2022-08-12","96 m²","109 m²","895 m²","4/3","1","1968","D","1.820 kr.","11.927 kr.","124 dage",NA,"65.000 kr.","7.516 kr.","6.003 kr.",NA,NA,NA,NA,NA
"1604","4470 Svebølle","2022-08-12","170 m²","172 m²","1.020 m²","7/5","2","1966","D","1.857 kr.","6.105 kr.","352 dage",NA,"55.000 kr.","5.600 kr.","4.549 kr.",NA,NA,NA,NA,NA
"1605","4470 Svebølle","2022-08-12","240 m²","234 m²","10.128 m²","8/6","3","1917","D","3.365 kr.","18.141 kr.","92 dage",NA,"215.000 kr.","22.368 kr.","18.174 kr.","1958","5 m²",NA,NA,NA
"1606","4470 Svebølle","2022-08-12","101 m²","130 m²","958 m²","3/2","3","1957","C","1.735 kr.","6.115 kr.","123 dage","Vis historik","40.000 kr.","4.269 kr.","3.468 kr.",NA,"5 m²",NA,NA,NA
"1607","5700 Svendborg","2022-08-12","257 m²","258 m²","2.341 m²","6/5","2","2005","C","5.889 kr.","49.806 kr.","1.386 dage",NA,"645.000 kr.","57.162 kr.","48.000 kr.",NA,NA,NA,NA,NA
"1608","5700 Svendborg","2022-08-12","183 m²",NA,"1.344 m²","7/3","2","1777","D","2.349 kr.","8.716 kr.","815 dage",NA,"80.000 kr.","8.490 kr.","6.764 kr.","2004",NA,NA,NA,NA
"1609","5700 Svendborg","2022-08-12","179 m²","182 m²","665 m²","8/8","3","1900","D","2.272 kr.","14.835 kr.","241 dage","Vis historik","135.000 kr.","14.343 kr.","11.428 kr.",NA,"8 m²",NA,NA,NA
"1610","5700 Svendborg","2022-08-12","246 m²","248 m²","1.229 m²","7/5","2","1988","C","3.750 kr.","14.899 kr.","184 dage","Vis historik","185.000 kr.","18.670 kr.","15.248 kr.","2007",NA,NA,NA,NA
"1611","5700 Svendborg","2022-08-12","119 m²","140 m²","23.232 m²","4/2",NA,"1934","G","1.569 kr.","10.679 kr.","161 dage",NA,"75.000 kr.","8.164 kr.","6.510 kr.",NA,NA,NA,NA,NA
"1612","4520 Svinninge","2022-08-12","60 m²","71 m²","217 m²","2/1","1","1900","G","910 kr.","7.676 kr.","262 dage","Vis historik","30.000 kr.","2.922 kr.","2.352 kr.",NA,NA,NA,NA,NA
"1613","4520 Svinninge","2022-08-12","169 m²","175 m²","553 m²","4/3","2","1917","A2010","1.788 kr.","9.971 kr.","289 dage","Vis historik","90.000 kr.","9.231 kr.","7.433 kr.","1976",NA,NA,NA,NA
"1614","4520 Svinninge","2022-08-12","135 m²","150 m²","994 m²","4/3",NA,"1877","F","1.435 kr.","7.667 kr.","326 dage",NA,"60.000 kr.","6.151 kr.","4.953 kr.",NA,NA,NA,NA,NA
"1615","6470 Sydals","2022-08-12","420 m²","416 m²","2.353 m²","7/4","2","1852","C","2.386 kr.","8.161 kr.","109 dage","Vis historik","170.000 kr.","18.005 kr.","14.452 kr.","1984",NA,NA,NA,NA
"1616","6470 Sydals","2022-08-12","110 m²","144 m²","1.026 m²","4/3","2","1945","F","1.776 kr.","4.132 kr.","177 dage","Vis historik","30.000 kr.","3.210 kr.","2.575 kr.",NA,"82 m²",NA,NA,NA
"1617","6470 Sydals","2022-08-12","230 m²","337 m²","19.900 m²","6/5","1","1920","A2010","1.966 kr.","11.855 kr.","93 dage","Vis historik","200.000 kr.","21.146 kr.","16.960 kr.","2019",NA,NA,NA,NA
"1618","6470 Sydals","2022-08-12","94 m²","98 m²","826 m²","4/3","1","1965","D",NA,NA,NA,"Vis historik","25.000 kr.","2.696 kr.","2.161 kr.",NA,NA,NA,NA,NA
"1619","6470 Sydals","2022-08-12","109 m²","124 m²","803 m²","4/3","1","1965","E","1.290 kr.","5.242 kr.","2.172 dage",NA,"35.000 kr.","3.492 kr.","2.802 kr.","1974",NA,NA,NA,NA
"1620","6470 Sydals","2022-08-12","146 m²","160 m²","705 m²","5/4","1","1973","F","1.345 kr.","5.594 kr.","126 dage","Vis historik","45.000 kr.","4.800 kr.","3.852 kr.",NA,NA,NA,NA,NA
"1621","6470 Sydals","2022-08-12","330 m²","211 m²","1.562 m²","9/7","2","1909","E","2.644 kr.","4.194 kr.","149 dage",NA,"45.000 kr.","4.328 kr.","3.549 kr.","1976",NA,NA,NA,NA
"1622","2630 Taastrup","2022-08-12","164 m²","208 m²","709 m²","5/3","2","1953","C","4.186 kr.","25.938 kr.","131 dage",NA,"270.000 kr.","28.444 kr.","23.087 kr.","1974","100 m²",NA,NA,NA
"1623","4733 Tappernøje","2022-08-12","145 m²","147 m²","532 m²","5/4","2","1800","F",NA,NA,NA,"Vis historik","50.000 kr.","5.325 kr.","4.295 kr.","1972",NA,NA,NA,NA
"1624","4733 Tappernøje","2022-08-12","111 m²","136 m²","701 m²","3/2","2","1972","G","1.966 kr.","10.654 kr.","143 dage",NA,"75.000 kr.","7.685 kr.","6.204 kr.","1988","63 m²",NA,NA,NA
"1625","6880 Tarm","2022-08-12","199 m²","234 m²","1.466 m²","4/3","2","1969","E",NA,NA,NA,NA,"25.000 kr.","2.119 kr.","1.709 kr.","1972","50 m²",NA,NA,NA
"1626","6880 Tarm","2022-08-12","176 m²","181 m²","13.500 m²","5/3","1","1962","G","2.019 kr.","3.840 kr.","147 dage",NA,"35.000 kr.","3.740 kr.","3.014 kr.","1977",NA,NA,NA,NA
"1627","6880 Tarm","2022-08-12","140 m²","156 m²","1.661 m²","5/5","2","1954","F","1.318 kr.","2.885 kr.","2.457 dage",NA,"25.000 kr.","2.432 kr.","1.960 kr.","2005",NA,NA,NA,NA
"1628","6880 Tarm","2022-08-12","157 m²","327 m²","13.235 m²","5/4","1","1973","C","2.363 kr.","5.795 kr.","102 dage","Vis historik","95.000 kr.","10.130 kr.","8.173 kr.",NA,NA,NA,NA,NA
"1629","6880 Tarm","2022-08-12","82 m²","126 m²","1.147 m²","3/2","3","1950","E","1.288 kr.","5.952 kr.","288 dage",NA,"40.000 kr.","4.014 kr.","3.236 kr.",NA,"51 m²",NA,NA,NA
"1630","6880 Tarm","2022-08-12","135 m²","175 m²","642 m²","5/4","3","1954","D","1.396 kr.","5.686 kr.","121 dage","Vis historik","50.000 kr.","5.307 kr.","4.278 kr.",NA,"90 m²",NA,NA,NA
"1631","6880 Tarm","2022-08-12","131 m²","165 m²","725 m²","4/3","2","1969","D","1.583 kr.","4.818 kr.","157 dage",NA,"40.000 kr.","4.235 kr.","3.413 kr.",NA,"64 m²",NA,NA,NA
"1632","6880 Tarm","2022-08-12","162 m²","165 m²","806 m²","5/3","3","1924","F","1.211 kr.","5.152 kr.","100 dage","Vis historik","45.000 kr.","4.509 kr.","3.635 kr.","1997","10 m²",NA,NA,NA
"1633","6880 Tarm","2022-08-12","196 m²",NA,"440 m²","6/5","3","1890","D","2.337 kr.","8.929 kr.","142 dage",NA,"90.000 kr.","8.465 kr.","6.980 kr.",NA,NA,NA,NA,NA
"1634","6880 Tarm","2022-08-12","189 m²","367 m²","38.890 m²","8/6","4","1910","D","2.169 kr.","4.496 kr.","191 dage","Vis historik","85.000 kr.","8.004 kr.","6.595 kr.","1997","6 m²",NA,NA,NA
"1635","6880 Tarm","2022-08-12","267 m²","261 m²","691 m²","6/4","2","1961","D","3.062 kr.","4.962 kr.","352 dage",NA,"65.000 kr.","6.903 kr.","5.565 kr.","1982",NA,NA,NA,NA
"1636","6880 Tarm","2022-08-12","108 m²",NA,"22.001 m²","2/1","2","1955","G","1.692 kr.","6.250 kr.","122 dage",NA,"35.000 kr.","3.798 kr.","3.064 kr.",NA,NA,NA,NA,NA
"1637","9575 Terndrup","2022-08-12","139 m²","144 m²","693 m²","3/2","2","1944","D","1.308 kr.","5.174 kr.","2.543 dage","Vis historik","40.000 kr.","3.645 kr.","2.993 kr.",NA,NA,NA,NA,NA
"1638","7700 Thisted","2022-08-12","109 m²","113 m²","394 m²","3/2","3","1937","D","1.226 kr.","6.593 kr.","359 dage",NA,"40.000 kr.","3.664 kr.","3.003 kr.","1987","6 m²",NA,NA,NA
"1639","7700 Thisted","2022-08-12","87 m²","92 m²","164 m²","3/1","2","1895","E","1.315 kr.","8.641 kr.","157 dage",NA,"40.000 kr.","4.272 kr.","3.423 kr.",NA,NA,NA,NA,NA
"1640","7700 Thisted","2022-08-12","245 m²","254 m²","593 m²","5/3","3","1904","E","1.362 kr.","2.146 kr.","410 dage",NA,"30.000 kr.","2.581 kr.","2.142 kr.",NA,"30 m²",NA,NA,NA
"1641","7700 Thisted","2022-08-12","121 m²","127 m²","1.000 m²","2/1","2","1952","C",NA,NA,NA,"Vis historik","35.000 kr.","3.462 kr.","2.774 kr.",NA,NA,NA,NA,NA
"1642","7700 Thisted","2022-08-12","132 m²","126 m²","715 m²","6/4","1","1967","D","1.425 kr.","4.722 kr.","134 dage",NA,"30.000 kr.","3.189 kr.","2.553 kr.","1997",NA,NA,NA,NA
"1643","7700 Thisted","2022-08-12","134 m²","142 m²","900 m²","4/4","1","1973","D","1.357 kr.","5.599 kr.","436 dage",NA,"40.000 kr.","3.754 kr.","3.117 kr.",NA,NA,NA,NA,NA
"1644","7700 Thisted","2022-08-12","184 m²",NA,"420 m²","3/3","2","1920","E","1.488 kr.","4.076 kr.","1.857 dage",NA,"40.000 kr.","4.017 kr.","3.216 kr.","2004",NA,NA,NA,NA
"1645","7700 Thisted","2022-08-12","117 m²","123 m²","1.119 m²","6/6","2","1931","D","991 kr.","6.463 kr.","109 dage","Vis historik","40.000 kr.","4.259 kr.","3.410 kr.","2008",NA,NA,NA,NA
"1646","7700 Thisted","2022-08-12","100 m²","102 m²","700 m²","3/2","1","1965","E","1.643 kr.","7.304 kr.","316 dage",NA,"40.000 kr.","3.739 kr.","3.065 kr.",NA,NA,NA,NA,NA
"1647","7700 Thisted","2022-08-12","80 m²","93 m²","680 m²","4/2","2","1856","D","850 kr.","6.398 kr.","2.411 dage",NA,"30.000 kr.","2.828 kr.","2.347 kr.","1971",NA,NA,NA,NA
"1648","7700 Thisted","2022-08-12","92 m²","89 m²","189 m²","3/2","2","1904","C","966 kr.","8.933 kr.","3.553 dage",NA,"40.000 kr.","3.754 kr.","3.117 kr.","1947",NA,NA,NA,NA
"1649","7700 Thisted","2022-08-12","84 m²","100 m²","566 m²","3/2","1","1936","F","1.155 kr.","2.950 kr.","886 dage",NA,"25.000 kr.","1.378 kr.","1.145 kr.",NA,"49 m²",NA,NA,NA
"1650","7680 Thyborøn","2022-08-12","183 m²","191 m²","980 m²","6/5","1","1973","E","2.122 kr.","4.319 kr.","172 dage","Vis historik","45.000 kr.","4.116 kr.","3.379 kr.",NA,NA,NA,NA,NA
"1651","7680 Thyborøn","2022-08-12","140 m²","151 m²","925 m²","5/4","1","1974","C","1.479 kr.","5.265 kr.","623 dage",NA,"40.000 kr.","3.586 kr.","3.022 kr.",NA,NA,NA,NA,NA
"1652","7680 Thyborøn","2022-08-12",NA,NA,"417 m²",NA,NA,NA,NA,"294 kr.",NA,"562 dage",NA,"25.000 kr.","1.733 kr.","1.405 kr.",NA,NA,NA,NA,NA
"1653","7790 Thyholm","2022-08-12","104 m²","113 m²","410 m²","4/3","1","1897","E","928 kr.","3.319 kr.","143 dage",NA,"25.000 kr.","1.836 kr.","1.508 kr.",NA,NA,NA,NA,NA
"1654","7790 Thyholm","2022-08-12","140 m²","204 m²","1.960 m²","4/3","2","1965","D","1.180 kr.","3.897 kr.","346 dage","Vis historik","40.000 kr.","3.586 kr.","3.025 kr.","1973","140 m²",NA,NA,NA
"1655","7790 Thyholm","2022-08-12","226 m²",NA,"721 m²","8/3","3","1927","D","1.361 kr.","2.633 kr.","805 dage",NA,"30.000 kr.","2.703 kr.","2.279 kr.","1999","60 m²",NA,NA,NA
"1656","7790 Thyholm","2022-08-12","75 m²","76 m²","219 m²","4/2","2","1900","E","672 kr.","3.224 kr.","862 dage",NA,"25.000 kr.","1.280 kr.","1.028 kr.","1975",NA,NA,NA,NA
"1657","7790 Thyholm","2022-08-12","330 m²",NA,"1.580 m²","5/3","2","1907","F","1.305 kr.","1.500 kr.","823 dage",NA,"25.000 kr.","2.260 kr.","1.905 kr.",NA,NA,NA,NA,NA
